Richard Curtis: Mean_cast=32.333332, Mean_crew=14
Chuck Bowman: Mean_cast=15, Mean_crew=1
Olivier Megaton: Mean_cast=35, Mean_crew=73
Deepa Mehta: Mean_cast=9.5, Mean_crew=5.5
Warren Beatty: Mean_cast=33.666668, Mean_crew=16.333334
Penny Marshall: Mean_cast=17.75, Mean_crew=7.75
Ted Kotcheff: Mean_cast=23, Mean_crew=59
Andrei Tarkovsky: Mean_cast=10, Mean_crew=21
Yvette Kaplan: Mean_cast=17, Mean_crew=38
Stephen Frears: Mean_cast=23.8, Mean_crew=23.2
P.J. Hogan: Mean_cast=23, Mean_crew=10
Brad Furman: Mean_cast=20.333334, Mean_crew=29.666666
Terence Young: Mean_cast=22.25, Mean_crew=18.5
David Zucker: Mean_cast=22.4, Mean_crew=29.4
Denis Villeneuve: Mean_cast=32.666668, Mean_crew=56.333332
Thomas Carter: Mean_cast=32, Mean_crew=15
Roger Michell: Mean_cast=18, Mean_crew=8
Luis Llosa: Mean_cast=11, Mean_crew=50.5
Melville Shavelson: Mean_cast=9, Mean_crew=8
Garth Jennings: Mean_cast=20, Mean_crew=19
Joel Zwick: Mean_cast=14.5, Mean_crew=17
Russell Mulcahy: Mean_cast=14.5, Mean_crew=13
David R. Ellis: Mean_cast=15.6, Mean_crew=35.6
Peter Howitt: Mean_cast=16, Mean_crew=23.5
John A. Davis: Mean_cast=21.5, Mean_crew=20.5
David Lynch: Mean_cast=36, Mean_crew=26.4
Julie Taymor: Mean_cast=17.666666, Mean_crew=18.666666
Mathieu Kassovitz: Mean_cast=15, Mean_crew=94.5
John Gray: Mean_cast=12, Mean_crew=8
John Schultz: Mean_cast=14.333333, Mean_crew=12
Sean Penn: Mean_cast=20.5, Mean_crew=33.5
Susan Stroman: Mean_cast=21, Mean_crew=16
Simon Wincer: Mean_cast=14.5, Mean_crew=9.25
Billy Bob Thornton: Mean_cast=12.5, Mean_crew=6.5
Danny Pang: Mean_cast=8, Mean_crew=17.5
George P. Cosmatos: Mean_cast=25.333334, Mean_crew=28.666666
Oliver Parker: Mean_cast=16.333334, Mean_crew=4.6666665
Lawrence Kasanoff: Mean_cast=21, Mean_crew=7
Ben Affleck: Mean_cast=54.5, Mean_crew=48
Brian Gibson: Mean_cast=13, Mean_crew=6.5
Ben Sharpsteen: Mean_cast=12, Mean_crew=75
Michael Cimino: Mean_cast=36.5, Mean_crew=29.5
Paul McGuigan: Mean_cast=15, Mean_crew=58
Gus Van Sant: Mean_cast=17.285715, Mean_crew=20
Roger Kumble: Mean_cast=15.666667, Mean_crew=26
Burr Steers: Mean_cast=27.75, Mean_crew=22
Nick Park: Mean_cast=17, Mean_crew=72.5
John Hamburg: Mean_cast=29, Mean_crew=62
Reginald Hudlin: Mean_cast=14.333333, Mean_crew=11.333333
Joseph L. Mankiewicz: Mean_cast=23, Mean_crew=37
Barbra Streisand: Mean_cast=8, Mean_crew=7.3333335
Mark Pellington: Mean_cast=17.666666, Mean_crew=27
John Glen: Mean_cast=46.6, Mean_crew=17.6
Catherine Hardwicke: Mean_cast=24.333334, Mean_crew=18.666666
John Herzfeld: Mean_cast=54.5, Mean_crew=183.5
Annabel Jankel: Mean_cast=10, Mean_crew=11
Julie Anne Robinson: Mean_cast=15.5, Mean_crew=12
Seth Rogen: Mean_cast=32.5, Mean_crew=33.5
Sngmoo Lee: Mean_cast=13, Mean_crew=22
Jamel Debbouze: Mean_cast=17, Mean_crew=3
Gordon Chan: Mean_cast=23, Mean_crew=15
Asger Leth: Mean_cast=56, Mean_crew=27
John G. Avildsen: Mean_cast=23.5, Mean_crew=25.5
Anne Fletcher: Mean_cast=69.2, Mean_crew=27.4
Bruce Beresford: Mean_cast=12, Mean_crew=14.25
Sam Taylor-Johnson: Mean_cast=19, Mean_crew=25.5
Ken Kwapis: Mean_cast=31.5, Mean_crew=12
Wes Craven: Mean_cast=27.5, Mean_crew=41.3
Etan Cohen: Mean_cast=31, Mean_crew=28
Nick Cassavetes: Mean_cast=21.5, Mean_crew=47.25
Nicholas Stoller: Mean_cast=32, Mean_crew=20.6
Mark A.Z. Dippé: Mean_cast=10, Mean_crew=16
Callan Brunker: Mean_cast=17, Mean_crew=13
Nimród Antal: Mean_cast=11.666667, Mean_crew=28
Alejandro Agresti: Mean_cast=20, Mean_crew=30
Peter Hedges: Mean_cast=26.5, Mean_crew=7.5
Paul Weiland: Mean_cast=22, Mean_crew=24
Colin Strause: Mean_cast=26.5, Mean_crew=44.5
Joan Chen: Mean_cast=11, Mean_crew=7
Greg Mottola: Mean_cast=29, Mean_crew=31
Jake Kasdan: Mean_cast=31.75, Mean_crew=27.75
Diane Keaton: Mean_cast=23, Mean_crew=24
Kelly Makin: Mean_cast=14, Mean_crew=8
Stephen Daldry: Mean_cast=19.6, Mean_crew=17
Christian Duguay: Mean_cast=8.5, Mean_crew=12.5
Justin Chadwick: Mean_cast=21.5, Mean_crew=17
Pat O'Connor: Mean_cast=15, Mean_crew=20
Frederik Du Chau: Mean_cast=19.5, Mean_crew=22
Irwin Winkler: Mean_cast=18.5, Mean_crew=11.5
Joseph Kahn: Mean_cast=33, Mean_crew=59.5
Sofia Coppola: Mean_cast=21.25, Mean_crew=28.25
Stephen T. Kay: Mean_cast=14.666667, Mean_crew=20
Juan Antonio Bayona: Mean_cast=13.5, Mean_crew=13
Elaine May: Mean_cast=11, Mean_crew=9
Dennie Gordon: Mean_cast=17, Mean_crew=13.5
Charles Shyer: Mean_cast=17, Mean_crew=18
Ulu Grosbard: Mean_cast=15, Mean_crew=6
William Malone: Mean_cast=17.5, Mean_crew=79
Malcolm D. Lee: Mean_cast=12.857142, Mean_crew=7.142857
Jerry Jameson: Mean_cast=16, Mean_crew=28.5
Mic Rodgers: Mean_cast=12, Mean_crew=8
Christian Alvart: Mean_cast=31, Mean_crew=39
Jean-Marie Poiré: Mean_cast=21.333334, Mean_crew=13
Marc F. Adler: Mean_cast=15, Mean_crew=15
Geoffrey Sax: Mean_cast=20, Mean_crew=52.5
Richard Shepard: Mean_cast=14.333333, Mean_crew=17
Peter Chan: Mean_cast=21, Mean_crew=30
Sergei Bodrov Jr.: Mean_cast=9, Mean_crew=3
Bong Joon-ho: Mean_cast=26, Mean_crew=36
Bibo Bergeron: Mean_cast=9, Mean_crew=53
Jeff Nathanson: Mean_cast=43, Mean_crew=11
S.S. Rajamouli: Mean_cast=16, Mean_crew=28
Charles S. Dutton: Mean_cast=7, Mean_crew=15
Jonathan Lynn: Mean_cast=12.25, Mean_crew=29.5
David Carson: Mean_cast=17, Mean_crew=15
Wong Kar-wai: Mean_cast=13.333333, Mean_crew=14.666667
Yuefeng Song: Mean_cast=9, Mean_crew=2
Norman Jewison: Mean_cast=30.8, Mean_crew=18.6
David Mirkin: Mean_cast=15, Mean_crew=40
Luis Mandoki: Mean_cast=23, Mean_crew=16
Lee Daniels: Mean_cast=25, Mean_crew=38.5
Jeb Stuart: Mean_cast=10.5, Mean_crew=4
Steve Miner: Mean_cast=14.4, Mean_crew=13.6
Paul Thomas Anderson: Mean_cast=50.166668, Mean_crew=32.5
David Leland: Mean_cast=8.5, Mean_crew=5
J Blakeson: Mean_cast=35, Mean_crew=74
Ryan Coogler: Mean_cast=42.5, Mean_crew=45.5
Kirk Jones: Mean_cast=30.8, Mean_crew=16.4
Jennifer Flackett: Mean_cast=23, Mean_crew=19
Kevin Smith: Mean_cast=20.583334, Mean_crew=23.25
Christian Ditter: Mean_cast=21, Mean_crew=23
Charles Martin Smith: Mean_cast=29.333334, Mean_crew=16
Fyodor Bondarchuk: Mean_cast=15, Mean_crew=50
Irvin Kershner: Mean_cast=56.5, Mean_crew=28.5
Steve Pink: Mean_cast=18, Mean_crew=33
Scott Hicks: Mean_cast=15, Mean_crew=8
Kirk De Micco: Mean_cast=17, Mean_crew=8
Chris Rock: Mean_cast=20.666666, Mean_crew=13.666667
Wilson Yip: Mean_cast=16, Mean_crew=17
Robert Wise: Mean_cast=23.75, Mean_crew=26
Kevin Rodney Sullivan: Mean_cast=21.666666, Mean_crew=14
Kevin Munroe: Mean_cast=14.5, Mean_crew=9
Mike Tollin: Mean_cast=7.5, Mean_crew=6
Patrick Tatopoulos: Mean_cast=19, Mean_crew=24
Gary David Goldberg: Mean_cast=20, Mean_crew=14
Tobe Hooper: Mean_cast=17.6, Mean_crew=28
Alan Poul: Mean_cast=15, Mean_crew=11
Luke Greenfield: Mean_cast=31, Mean_crew=68.75
Gil Junger: Mean_cast=27, Mean_crew=21.5
Michael Ritchie: Mean_cast=11.333333, Mean_crew=4.6666665
Steven E. de Souza: Mean_cast=14, Mean_crew=18
Alexandre Aja: Mean_cast=12.75, Mean_crew=16
Michael Rymer: Mean_cast=11, Mean_crew=9.5
Hugh Wilson: Mean_cast=32.5, Mean_crew=35.5
Mike Hodges: Mean_cast=19, Mean_crew=14
Scott Mann: Mean_cast=37, Mean_crew=38
Susanna White: Mean_cast=18.5, Mean_crew=45
Chris Carter: Mean_cast=42, Mean_crew=200
Tommy O'Haver: Mean_cast=18.5, Mean_crew=47.5
Peter Landesman: Mean_cast=72, Mean_crew=69
Gary Chapman: Mean_cast=15, Mean_crew=4
Craig Mazin: Mean_cast=13.5, Mean_crew=10
Allen Hughes: Mean_cast=22, Mean_crew=65
Kimble Rendall: Mean_cast=17, Mean_crew=52
Peter Yates: Mean_cast=25, Mean_crew=15
Lasse Hallström: Mean_cast=20.88889, Mean_crew=25.555555
Jean-Marc Vallée: Mean_cast=31.333334, Mean_crew=37
Tsui Hark: Mean_cast=6, Mean_crew=11
Lexi Alexander: Mean_cast=17, Mean_crew=96
Ronny Yu: Mean_cast=23, Mean_crew=49
Bille August: Mean_cast=12, Mean_crew=13
Moustapha Akkad: Mean_cast=15, Mean_crew=3
Jean-Paul Rappeneau: Mean_cast=19, Mean_crew=6
Joachim Rønning: Mean_cast=17, Mean_crew=15
Tony Kaye: Mean_cast=21.666666, Mean_crew=36.666668
Ken Scott: Mean_cast=14, Mean_crew=11
Hugh Johnson: Mean_cast=9, Mean_crew=14
Hayao Miyazaki: Mean_cast=16.75, Mean_crew=34.25
George Tillman, Jr.: Mean_cast=16, Mean_crew=28.75
Rand Ravich: Mean_cast=36, Mean_crew=48
Hugh Hudson: Mean_cast=12.5, Mean_crew=13.5
Ben Stassen: Mean_cast=16, Mean_crew=12
Chris Gorak: Mean_cast=15, Mean_crew=66
Scott Speer: Mean_cast=12, Mean_crew=11
Joe Charbanic: Mean_cast=15, Mean_crew=6
Jonathan Hensleigh: Mean_cast=33, Mean_crew=112
Danny Cannon: Mean_cast=14, Mean_crew=49
Boaz Yakin: Mean_cast=38.666668, Mean_crew=23.333334
Richard Marquand: Mean_cast=128, Mean_crew=12
Neil Marshall: Mean_cast=29.333334, Mean_crew=64
David Wain: Mean_cast=30, Mean_crew=25
Jared Hess: Mean_cast=11, Mean_crew=7.6666665
Rupert Wainwright: Mean_cast=15, Mean_crew=17
John Luessenhop: Mean_cast=19, Mean_crew=18
Justin Zackham: Mean_cast=24, Mean_crew=12
John Gatins: Mean_cast=7, Mean_crew=4
Miguel Sapochnik: Mean_cast=15, Mean_crew=14
Shim Hyung-Rae: Mean_cast=18.5, Mean_crew=8
Don Scardino: Mean_cast=15, Mean_crew=29
Tim Robbins: Mean_cast=31, Mean_crew=55.5
Tom Reeve: Mean_cast=16, Mean_crew=10
Nanette Burstein: Mean_cast=26, Mean_crew=19
Ariel Vromen: Mean_cast=51, Mean_crew=22
Lewis Gilbert: Mean_cast=21.333334, Mean_crew=16
John Francis Daley: Mean_cast=45, Mean_crew=39
J.B. Rogers: Mean_cast=53, Mean_crew=60
Michael Sucsy: Mean_cast=14, Mean_crew=4
Tom Vaughan: Mean_cast=19.5, Mean_crew=13.5
Stephen Hillenburg: Mean_cast=10, Mean_crew=31
Stig Bergqvist: Mean_cast=19, Mean_crew=21
Jason Reitman: Mean_cast=25.4, Mean_crew=61.2
Alexander Payne: Mean_cast=15.4, Mean_crew=30.8
Jonathan Levine: Mean_cast=25.5, Mean_crew=20.75
Rian Johnson: Mean_cast=29.5, Mean_crew=31
Chris Noonan: Mean_cast=21.5, Mean_crew=11.5
Michael McCullers: Mean_cast=19, Mean_crew=10
Forest Whitaker: Mean_cast=15, Mean_crew=5
Woody Allen: Mean_cast=30.380953, Mean_crew=20.666666
Peter Lepeniotis: Mean_cast=19, Mean_crew=5
Ted Demme: Mean_cast=34, Mean_crew=39
William Shatner: Mean_cast=14, Mean_crew=10
James Gartner: Mean_cast=20, Mean_crew=22
Lee Toland Krieger: Mean_cast=28, Mean_crew=14.5
Tim McCanlies: Mean_cast=19.5, Mean_crew=2
Drew Goddard: Mean_cast=48, Mean_crew=79
Jason Friedberg: Mean_cast=17.2, Mean_crew=15.6
Paul Michael Glaser: Mean_cast=16, Mean_crew=18
John R. Leonetti: Mean_cast=23.5, Mean_crew=26
Tom Hanks: Mean_cast=21, Mean_crew=15.5
Kimberly Peirce: Mean_cast=44, Mean_crew=36.666668
Liz Friedlander: Mean_cast=8, Mean_crew=15
Phil Joanou: Mean_cast=26, Mean_crew=43
Shane Acker: Mean_cast=10, Mean_crew=57
Martha Coolidge: Mean_cast=12, Mean_crew=35
Stephen Anderson: Mean_cast=10, Mean_crew=89
Troy Miller: Mean_cast=16, Mean_crew=11
Tate Taylor: Mean_cast=48.5, Mean_crew=53
Brett Leonard: Mean_cast=11, Mean_crew=9.5
Alister Grierson: Mean_cast=13, Mean_crew=14
Nick Hurran: Mean_cast=20, Mean_crew=25
Charles Stone III: Mean_cast=13, Mean_crew=16
Paul Haggis: Mean_cast=45.333332, Mean_crew=38.666668
Kurt Wimmer: Mean_cast=20, Mean_crew=78.5
Jean-François Richet: Mean_cast=24, Mean_crew=104
Kevin Hooks: Mean_cast=15, Mean_crew=2
Ellory Elkayem: Mean_cast=23, Mean_crew=108
Niki Caro: Mean_cast=28, Mean_crew=10.333333
Vincenzo Natali: Mean_cast=14.5, Mean_crew=34.75
Willard Huyck: Mean_cast=10, Mean_crew=11
Gavin O'Connor: Mean_cast=14.8, Mean_crew=17.2
Bruce Hunt: Mean_cast=15, Mean_crew=69
Christopher Roberts: Mean_cast=15, Mean_crew=22
Kim Jee-woon: Mean_cast=17, Mean_crew=7.5
Nick Hamm: Mean_cast=8, Mean_crew=24
Andy Cadiff: Mean_cast=11, Mean_crew=26
Mike Disa: Mean_cast=15, Mean_crew=8
Richard J. Lewis: Mean_cast=10, Mean_crew=24
Sergio Leone: Mean_cast=26.5, Mean_crew=27.5
Niels Arden Oplev: Mean_cast=36, Mean_crew=15
Michael Radford: Mean_cast=14, Mean_crew=16.5
Steve Boyum: Mean_cast=11, Mean_crew=12.5
Chen Kaige: Mean_cast=6, Mean_crew=11
Corey Yuen Kwai: Mean_cast=18, Mean_crew=8
Andrew Dominik: Mean_cast=20, Mean_crew=18
Jackie Chan: Mean_cast=22, Mean_crew=6
Laurent Tirard: Mean_cast=22, Mean_crew=6
Reinhard Klooss: Mean_cast=7, Mean_crew=14
Frédéric Auburtin: Mean_cast=9, Mean_crew=3
Olivier Dahan: Mean_cast=26, Mean_crew=45
Maksim Fadeev: Mean_cast=15, Mean_crew=4
Liliana Cavani: Mean_cast=7, Mean_crew=6
Elizabeth Banks: Mean_cast=122, Mean_crew=32
Edward Norton: Mean_cast=12, Mean_crew=19
Ben Falcone: Mean_cast=26, Mean_crew=30.5
Richard Attenborough: Mean_cast=42.25, Mean_crew=19.25
Don Mancini: Mean_cast=14, Mean_crew=9
John Maybury: Mean_cast=22, Mean_crew=20
Norton Virgien: Mean_cast=14, Mean_crew=14.5
Shinji Aramaki: Mean_cast=10, Mean_crew=5
Miguel Arteta: Mean_cast=18.8, Mean_crew=18.6
James Gray: Mean_cast=41, Mean_crew=20
Janusz Kamiński: Mean_cast=21, Mean_crew=5
Robert B. Weide: Mean_cast=27, Mean_crew=34
Jeff Wadlow: Mean_cast=17.333334, Mean_crew=14.666667
Agustín Díaz Yanes: Mean_cast=16, Mean_crew=11
Camille Delamarre: Mean_cast=19.5, Mean_crew=40.5
David Lean: Mean_cast=28.5, Mean_crew=23
Richard Eyre: Mean_cast=18, Mean_crew=14
Nicholas Meyer: Mean_cast=20, Mean_crew=14
Callie Khouri: Mean_cast=11.5, Mean_crew=14
Sanaa Hamri: Mean_cast=17.5, Mean_crew=9
Todd Graff: Mean_cast=31.5, Mean_crew=31.5
Philip Kaufman: Mean_cast=25, Mean_crew=18
Saul Dibb: Mean_cast=13, Mean_crew=53
Walter Murch: Mean_cast=13, Mean_crew=61
Richard Linklater: Mean_cast=26.636364, Mean_crew=18.09091
E. Elias Merhige: Mean_cast=10.5, Mean_crew=9
Menno Meyjes: Mean_cast=10, Mean_crew=11
Jodie Foster: Mean_cast=23.333334, Mean_crew=14.333333
Scott Frank: Mean_cast=48, Mean_crew=58
Kevin Allen: Mean_cast=13.5, Mean_crew=2.5
Michael Cristofer: Mean_cast=10, Mean_crew=11
Andrew Morahan: Mean_cast=8, Mean_crew=5
Bob Rafelson: Mean_cast=18, Mean_crew=28.5
Michael Cohn: Mean_cast=9, Mean_crew=48
Alan Shapiro: Mean_cast=7, Mean_crew=2
Fernando Meirelles: Mean_cast=21.333334, Mean_crew=46
Michael Hoffman: Mean_cast=17.666666, Mean_crew=3
Oleg Stepchenko: Mean_cast=22, Mean_crew=8
Michael Winterbottom: Mean_cast=18, Mean_crew=12.666667
Michael Pressman: Mean_cast=66, Mean_crew=14
Sharon Maguire: Mean_cast=23, Mean_crew=96
Charles Herman-Wurmfeld: Mean_cast=15.333333, Mean_crew=10.333333
Gábor Csupó: Mean_cast=19, Mean_crew=12
Tyler Perry: Mean_cast=14.222222, Mean_crew=12.333333
Joe Carnahan: Mean_cast=19.333334, Mean_crew=28.666666
John Polson: Mean_cast=21, Mean_crew=72
Bernardo Bertolucci: Mean_cast=18.5, Mean_crew=24.5
Cathy Malkasian: Mean_cast=18, Mean_crew=18
Chris Nahon: Mean_cast=16, Mean_crew=17
Fred Wolf: Mean_cast=19, Mean_crew=19
Bille Woodruff: Mean_cast=16.25, Mean_crew=11.25
Victor Salva: Mean_cast=13.333333, Mean_crew=65.333336
Mark Helfrich: Mean_cast=25, Mean_crew=24
Steve Bendelack: Mean_cast=8, Mean_crew=21
Dwight H. Little: Mean_cast=18, Mean_crew=43.5
Guillaume Canet: Mean_cast=21.5, Mean_crew=38.5
Kirsten Sheridan: Mean_cast=59, Mean_crew=31
Richard Fleischer: Mean_cast=19.5, Mean_crew=27.75
Bob Spiers: Mean_cast=37, Mean_crew=11
Damien Dante Wayans: Mean_cast=10, Mean_crew=41
John Wells: Mean_cast=17.5, Mean_crew=19
Tim Fywell: Mean_cast=15, Mean_crew=3
Nigel Cole: Mean_cast=26.5, Mean_crew=23.5
Dexter Fletcher: Mean_cast=27, Mean_crew=9
Jeremy Leven: Mean_cast=13, Mean_crew=12
Sylvain White: Mean_cast=14, Mean_crew=9.5
Troy Nixey: Mean_cast=9, Mean_crew=69
Philip G. Atwell: Mean_cast=21, Mean_crew=22
Jeff Schaffer: Mean_cast=22, Mean_crew=121
James Bridges: Mean_cast=24, Mean_crew=18
Steve Barron: Mean_cast=9, Mean_crew=4
Bill Paxton: Mean_cast=9.5, Mean_crew=9
Richard Kelly: Mean_cast=35.333332, Mean_crew=28
Carter Smith: Mean_cast=5, Mean_crew=18
John Schlesinger: Mean_cast=25.666666, Mean_crew=17.666666
Ringo Lam: Mean_cast=38, Mean_crew=23
Bruce McCulloch: Mean_cast=20.5, Mean_crew=6.5
Patricia Riggen: Mean_cast=28, Mean_crew=12.333333
Pascal Chaumeil: Mean_cast=11, Mean_crew=13
Jonathan Kaplan: Mean_cast=14, Mean_crew=4
Ole Bornedal: Mean_cast=14, Mean_crew=77
Richard Benjamin: Mean_cast=9.333333, Mean_crew=9.333333
Craig R. Baxley: Mean_cast=17.5, Mean_crew=21
John Hillcoat: Mean_cast=22, Mean_crew=36.666668
John Guillermin: Mean_cast=8, Mean_crew=5
Marcos Siega: Mean_cast=7, Mean_crew=4
Rachel Talalay: Mean_cast=54, Mean_crew=9.5
Jeffrey W. Byrd: Mean_cast=7, Mean_crew=1
Atom Egoyan: Mean_cast=16, Mean_crew=14.166667
Robert Towne: Mean_cast=12, Mean_crew=4
Giuseppe Tornatore: Mean_cast=16, Mean_crew=6
Werner Herzog: Mean_cast=39, Mean_crew=39
Jérôme Deschamps: Mean_cast=5, Mean_crew=4
Inna Evlannikova: Mean_cast=10, Mean_crew=4
Jonathan English: Mean_cast=41, Mean_crew=40
Sergey Bondarchuk: Mean_cast=21, Mean_crew=15
Teddy Chan: Mean_cast=14, Mean_crew=6
Mario Van Peebles: Mean_cast=10, Mean_crew=10
Leonard Nimoy: Mean_cast=13.666667, Mean_crew=13
Herbert Ross: Mean_cast=13, Mean_crew=14
Bonnie Hunt: Mean_cast=15, Mean_crew=4
Neil LaBute: Mean_cast=14.333333, Mean_crew=10.333333
Grant Heslov: Mean_cast=35, Mean_crew=41
George Gallo: Mean_cast=5.5, Mean_crew=7
Sidney Lumet: Mean_cast=16.166666, Mean_crew=15.833333
Douglas McGrath: Mean_cast=19.333334, Mean_crew=17.333334
Kevin Spacey: Mean_cast=9.5, Mean_crew=5.5
Richard Williams: Mean_cast=12, Mean_crew=15
Mary McGuckian: Mean_cast=15, Mean_crew=5
Tony Goldwyn: Mean_cast=13, Mean_crew=23
Jonathan Newman: Mean_cast=31, Mean_crew=32
Michael Dinner: Mean_cast=13, Mean_crew=2
Joseph Sargent: Mean_cast=30, Mean_crew=18
Jerry Zaks: Mean_cast=18, Mean_crew=43
Fred Durst: Mean_cast=19, Mean_crew=1
Anne Fontaine: Mean_cast=20.5, Mean_crew=13.5
Jon Cassar: Mean_cast=16, Mean_crew=38
Mira Nair: Mean_cast=9.4, Mean_crew=14.2
Mel Brooks: Mean_cast=26.5, Mean_crew=18.833334
Russell Crowe: Mean_cast=24, Mean_crew=111
Jessie Nelson: Mean_cast=26.5, Mean_crew=22.5
Christopher Spencer: Mean_cast=35, Mean_crew=5
Mike Bigelow: Mean_cast=10, Mean_crew=17
Daniel Sackheim: Mean_cast=19, Mean_crew=49
Deborah Kaplan: Mean_cast=16.5, Mean_crew=16
Uli Edel: Mean_cast=25.5, Mean_crew=22.5
Fred Dekker: Mean_cast=22, Mean_crew=15
Brian Trenchard-Smith: Mean_cast=14, Mean_crew=12.333333
Blake Edwards: Mean_cast=9.5, Mean_crew=4.5
Laurence Dunmore: Mean_cast=17, Mean_crew=18
Christian Carion: Mean_cast=15, Mean_crew=57
Dax Shepard: Mean_cast=18, Mean_crew=34
Rowan Joffe: Mean_cast=15.5, Mean_crew=23.5
John Curran: Mean_cast=11.5, Mean_crew=12
Juan José Campanella: Mean_cast=23, Mean_crew=26
Trey Parker: Mean_cast=16, Mean_crew=36.333332
Stuart Gillard: Mean_cast=22, Mean_crew=5.5
Katt Shea: Mean_cast=42, Mean_crew=40
Joshua Michael Stern: Mean_cast=28, Mean_crew=30
Tomas Alfredson: Mean_cast=31, Mean_crew=20
John Duigan: Mean_cast=16, Mean_crew=4
Colin Higgins: Mean_cast=37, Mean_crew=18
Jim Sonzero: Mean_cast=15, Mean_crew=9
Penelope Spheeris: Mean_cast=18, Mean_crew=10
Jeff Tremaine: Mean_cast=28.5, Mean_crew=15.25
Jeannot Szwarc: Mean_cast=16.5, Mean_crew=17.5
Steve McQueen: Mean_cast=53, Mean_crew=45
Thea Sharrock: Mean_cast=26, Mean_crew=52
Jon Lucas: Mean_cast=23, Mean_crew=15
Robin Budd: Mean_cast=12, Mean_crew=9
Ava DuVernay: Mean_cast=23.5, Mean_crew=13.5
Steve Trenbirth: Mean_cast=9, Mean_crew=10
Mennan Yapo: Mean_cast=20, Mean_crew=22
Jun Falkenstein: Mean_cast=8, Mean_crew=30
Tom McCarthy: Mean_cast=44.5, Mean_crew=57
Takashi Shimizu: Mean_cast=18, Mean_crew=45.5
Gary Nelson: Mean_cast=9, Mean_crew=38
Anton Corbijn: Mean_cast=26.666666, Mean_crew=34.333332
Gregory Nava: Mean_cast=12, Mean_crew=19
John Patrick Shanley: Mean_cast=45, Mean_crew=26
Joshua Logan: Mean_cast=13, Mean_crew=9
Steve Beck: Mean_cast=18, Mean_crew=122
Todd Strauss-Schulson: Mean_cast=24, Mean_crew=24
John McNaughton: Mean_cast=34, Mean_crew=9
Nelson McCormick: Mean_cast=19, Mean_crew=25.5
Eric Valette: Mean_cast=14, Mean_crew=21.5
Andrew Fleming: Mean_cast=18.25, Mean_crew=20.25
Michael Spierig: Mean_cast=16, Mean_crew=67
Jim Field Smith: Mean_cast=14, Mean_crew=38
Thomas Bezucha: Mean_cast=13, Mean_crew=16.5
William Brent Bell: Mean_cast=13.333333, Mean_crew=39.666668
Ben Gluck: Mean_cast=12, Mean_crew=4
Jessica Bendinger: Mean_cast=21, Mean_crew=20
Henry Joost: Mean_cast=15.666667, Mean_crew=31
Ed Harris: Mean_cast=32.5, Mean_crew=37.5
Alfred Hitchcock: Mean_cast=17.5, Mean_crew=15.75
Shana Feste: Mean_cast=21, Mean_crew=6.3333335
Steve Rash: Mean_cast=20, Mean_crew=2.5
Mike Binder: Mean_cast=25, Mean_crew=13
Michael J. Bassett: Mean_cast=22, Mean_crew=25
Frank Nissen: Mean_cast=8, Mean_crew=9
Stephen Chow: Mean_cast=13.333333, Mean_crew=11.666667
Peter Hastings: Mean_cast=32, Mean_crew=80
Paul Abascal: Mean_cast=10, Mean_crew=34
Chris Koch: Mean_cast=18.5, Mean_crew=7
Amy Heckerling: Mean_cast=21, Mean_crew=9.5
Michael Moore: Mean_cast=14, Mean_crew=10.166667
George Stevens: Mean_cast=59, Mean_crew=19
Billy Ray: Mean_cast=14.5, Mean_crew=9
Mark Mylod: Mean_cast=37, Mean_crew=7
Stephen St. Leger: Mean_cast=13, Mean_crew=19
Michael O. Sajbel: Mean_cast=17, Mean_crew=36
Charles T. Kanganis: Mean_cast=50, Mean_crew=2
Damon Santostefano: Mean_cast=14, Mean_crew=24
Bob Clark: Mean_cast=18.25, Mean_crew=10.5
Frank Passingham: Mean_cast=14, Mean_crew=3
Benson Lee: Mean_cast=13, Mean_crew=16
Glen Morgan: Mean_cast=11, Mean_crew=34
Mike Leigh: Mean_cast=44, Mean_crew=25
Alejandro Monteverde: Mean_cast=51.5, Mean_crew=34
Jonathan Glazer: Mean_cast=14, Mean_crew=34.666668
J.C. Chandor: Mean_cast=12, Mean_crew=51.333332
Paul Gross: Mean_cast=11.5, Mean_crew=15
Marc Abraham: Mean_cast=7, Mean_crew=15
Todd Haynes: Mean_cast=14.333333, Mean_crew=15.666667
Mabrouk El Mechri: Mean_cast=22, Mean_crew=20
Charlie Kaufman: Mean_cast=10, Mean_crew=34
Nancy Walker: Mean_cast=15, Mean_crew=3
Angelo Pizzo: Mean_cast=16, Mean_crew=26
Matthew Diamond: Mean_cast=10, Mean_crew=10
Katsuhiro Ōtomo: Mean_cast=9.5, Mean_crew=15.5
David Anspaugh: Mean_cast=7, Mean_crew=1
Andrew Jarecki: Mean_cast=13, Mean_crew=3
Daniel Algrant: Mean_cast=16, Mean_crew=6
Mike Barker: Mean_cast=15, Mean_crew=19
Wayne Thornley: Mean_cast=19, Mean_crew=5
Gnana Rajasekaran: Mean_cast=24, Mean_crew=13
Tom Walsh: Mean_cast=8, Mean_crew=4
Jonathan Jakubowicz: Mean_cast=14, Mean_crew=4
Scott Walker: Mean_cast=19, Mean_crew=12
Mark Rosman: Mean_cast=39.5, Mean_crew=18.5
Rob Hawk: Mean_cast=16, Mean_crew=7
Britt Allcroft: Mean_cast=3, Mean_crew=1
Alan Yuen: Mean_cast=12, Mean_crew=5
